ID,Year_Birth,Income,Kidhome,Teenhome,Dt_Customer,Recency,Total_Conversions,Conversion_Rate,CPA,ROI,Total_Leads,Max_Leads_Source,Z_CostContact,Z_Revenue,NumWebPurchases,NumCatalogPurchases,NumStorePurchases
4817,1956,22304.0,0,0,2012-08-04,91,0,0.0,0.0,266.66666666666663,3,NumStorePurchases,3,11,1,0,2
2875,1978,67023.0,0,0,2014-03-04,93,0,0.0,0.0,266.66666666666663,23,NumStorePurchases,3,11,3,7,13
10536,1971,32892.0,1,0,2014-05-25,78,0,0.0,0.0,266.66666666666663,6,NumWebPurchases,3,11,3,0,3
11112,1966,70713.0,0,1,2012-12-03,23,0,0.0,0.0,266.66666666666663,19,NumStorePurchases,3,11,5,6,8
3807,1955,59925.0,0,1,2012-11-30,83,0,0.0,0.0,266.66666666666663,20,NumWebPurchases,3,11,9,2,9
9197,1953,39722.0,0,1,2014-02-24,92,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,2,0,3
10832,1958,46610.0,0,0,2013-07-18,4,0,0.0,0.0,266.66666666666663,13,NumWebPurchases,3,11,6,1,6
6421,1961,88347.0,0,0,2013-07-03,32,1,1.0,3.0,266.66666666666663,20,NumStorePurchases,3,11,4,7,9
4207,1981,87171.0,0,0,2013-05-01,27,2,1.0,1.5,266.66666666666663,24,NumStorePurchases,3,11,6,7,11
577,1976,26907.0,1,1,2013-08-20,10,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
10855,1968,50014.0,1,0,2014-01-22,9,0,0.0,0.0,266.66666666666663,13,NumStorePurchases,3,11,4,1,8
3081,1978,41014.0,1,0,2013-04-22,65,0,0.0,0.0,266.66666666666663,3,NumStorePurchases,3,11,1,0,2
3535,1965,66294.0,0,0,2014-03-17,68,0,0.0,0.0,266.66666666666663,12,NumStorePurchases,3,11,4,3,5
247,1971,36715.0,1,0,2012-11-17,16,0,0.0,0.0,266.66666666666663,13,NumWebPurchases,3,11,7,2,4
8707,1956,79456.0,0,0,2012-08-22,12,0,0.0,0.0,266.66666666666663,15,NumCatalogPurchases,3,11,5,6,4
9523,1982,40479.0,1,0,2013-08-17,95,0,0.0,0.0,266.66666666666663,3,NumStorePurchases,3,11,0,0,3
6072,1970,75345.0,0,0,2013-02-02,16,1,1.0,3.0,266.66666666666663,19,NumCatalogPurchases,3,11,5,8,6
6295,1977,54233.0,0,1,2013-02-04,46,0,0.0,0.0,266.66666666666663,22,NumWebPurchases,3,11,11,6,5
10914,1970,24163.0,1,1,2013-10-12,3,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
1509,1958,84460.0,0,0,2013-01-04,80,4,1.0,0.75,266.66666666666663,22,NumWebPurchases,3,11,9,9,4
5577,1983,43776.0,1,0,2014-05-03,77,0,0.0,0.0,266.66666666666663,3,NumStorePurchases,3,11,1,0,2
7348,1958,71691.0,0,0,2014-03-17,0,0,0.0,0.0,266.66666666666663,16,NumCatalogPurchases,3,11,4,7,5
1127,1973,85844.0,0,0,2014-05-29,62,1,1.0,3.0,266.66666666666663,19,NumStorePurchases,3,11,6,6,7
1833,1974,39190.0,1,0,2014-04-26,91,0,0.0,0.0,266.66666666666663,7,NumStorePurchases,3,11,2,1,4
4944,1959,71367.0,0,0,2013-08-23,24,0,0.0,0.0,266.66666666666663,16,NumStorePurchases,3,11,4,5,7
9080,1972,38578.0,1,1,2013-06-22,2,0,0.0,0.0,266.66666666666663,6,NumWebPurchases,3,11,3,0,3
6466,1965,57236.0,1,1,2014-03-12,22,0,0.0,0.0,266.66666666666663,7,NumStorePurchases,3,11,2,1,4
9964,1979,61825.0,0,1,2013-08-07,56,0,0.0,0.0,266.66666666666663,14,NumStorePurchases,3,11,4,2,8
4790,1958,79803.0,0,1,2014-06-02,54,0,0.0,0.0,266.66666666666663,12,NumStorePurchases,3,11,4,3,5
10245,1986,80910.0,0,0,2012-10-31,71,0,0.0,0.0,266.66666666666663,14,NumStorePurchases,3,11,3,3,8
1109,1982,27590.0,1,0,2013-04-23,38,0,0.0,0.0,266.66666666666663,3,NumStorePurchases,3,11,1,0,2
6001,1979,56775.0,0,1,2013-01-02,62,0,0.0,0.0,266.66666666666663,23,NumStorePurchases,3,11,5,8,10
5538,1975,83829.0,0,0,2013-10-08,78,3,1.0,1.0,266.66666666666663,17,NumCatalogPurchases,3,11,4,7,6
10552,1979,54210.0,0,1,2013-05-20,18,0,0.0,0.0,266.66666666666663,12,NumStorePurchases,3,11,4,1,7
1545,1986,38508.0,1,0,2013-08-02,95,0,0.0,0.0,266.66666666666663,14,NumWebPurchases,3,11,7,2,5
7409,1970,53187.0,1,0,2013-10-26,66,0,0.0,0.0,266.66666666666663,11,NumStorePurchases,3,11,4,1,6
4444,1972,30023.0,1,0,2014-03-24,28,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,2,0,3
146,1960,76045.0,0,0,2013-11-15,78,1,1.0,3.0,266.66666666666663,20,NumStorePurchases,3,11,4,5,11
6271,1952,50870.0,0,1,2014-06-19,13,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,2,0,3
10065,1970,15315.0,0,0,2013-08-03,27,0,0.0,0.0,266.66666666666663,6,NumStorePurchases,3,11,2,0,4
4741,1974,65463.0,1,0,2014-01-30,17,1,1.0,3.0,266.66666666666663,17,NumStorePurchases,3,11,6,2,9
246,1965,66480.0,1,1,2014-05-31,71,0,0.0,0.0,266.66666666666663,12,NumStorePurchases,3,11,4,1,7
375,1954,76773.0,0,0,2013-02-25,79,0,0.0,0.0,266.66666666666663,15,NumStorePurchases,3,11,2,2,11
1524,1983,81698.0,0,0,2013-03-01,1,1,1.0,3.0,266.66666666666663,15,NumWebPurchases,3,11,8,2,5
10022,1973,54466.0,1,1,2014-02-09,78,0,0.0,0.0,266.66666666666663,3,NumStorePurchases,3,11,1,0,2
7451,1960,98777.0,0,0,2014-02-17,23,1,1.0,3.0,266.66666666666663,19,NumStorePurchases,3,11,4,6,9
11010,1984,16269.0,1,0,2013-08-30,75,0,0.0,0.0,266.66666666666663,6,NumWebPurchases,3,11,3,0,3
4356,1971,71819.0,0,1,2013-08-28,70,2,1.0,1.5,266.66666666666663,11,NumStorePurchases,3,11,3,3,5
3885,1983,33569.0,1,0,2013-10-16,10,1,1.0,3.0,266.66666666666663,4,NumStorePurchases,3,11,1,1,2
1175,1983,36262.0,0,0,2013-09-20,24,1,1.0,3.0,266.66666666666663,11,NumCatalogPurchases,3,11,3,5,3
880,1966,22634.0,0,0,2013-01-16,47,0,0.0,0.0,266.66666666666663,5,NumWebPurchases,3,11,2,1,2
2320,1978,47025.0,0,1,2013-09-12,98,0,0.0,0.0,266.66666666666663,18,NumWebPurchases,3,11,11,1,6
850,1968,70566.0,0,1,2013-10-06,4,0,0.0,0.0,266.66666666666663,20,NumStorePurchases,3,11,6,5,9
4713,1979,31605.0,1,0,2012-11-22,15,0,0.0,0.0,266.66666666666663,7,NumStorePurchases,3,11,2,1,4
675,1973,52034.0,1,1,2013-05-17,67,0,0.0,0.0,266.66666666666663,11,NumStorePurchases,3,11,4,2,5
5025,1979,48526.0,1,0,2013-12-24,32,0,0.0,0.0,266.66666666666663,7,NumStorePurchases,3,11,2,1,4
2308,1954,46734.0,0,1,2012-11-18,40,0,0.0,0.0,266.66666666666663,12,NumWebPurchases,3,11,6,1,5
5995,1962,39552.0,1,1,2012-12-18,54,0,0.0,0.0,266.66666666666663,13,NumWebPurchases,3,11,6,2,5
6749,1966,86358.0,1,1,2012-08-08,78,0,0.0,0.0,266.66666666666663,14,NumStorePurchases,3,11,5,3,6
1010,1977,46931.0,2,1,2014-04-24,94,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,1,1,3
8977,1985,16581.0,0,0,2013-01-12,51,0,0.0,0.0,266.66666666666663,3,NumStorePurchases,3,11,0,0,3
4756,1952,63998.0,0,0,2013-12-20,42,0,0.0,0.0,266.66666666666663,24,NumStorePurchases,3,11,7,6,11
3412,1951,67381.0,0,1,2013-01-15,67,1,1.0,3.0,266.66666666666663,13,NumStorePurchases,3,11,2,2,9
606,1967,25930.0,1,1,2013-10-10,87,0,0.0,0.0,266.66666666666663,3,NumStorePurchases,3,11,1,0,2
5961,1978,42693.0,1,0,2014-06-07,29,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
2975,1976,85606.0,0,1,2012-11-12,89,1,1.0,3.0,266.66666666666663,22,NumStorePurchases,3,11,6,7,9
2894,1985,72903.0,0,0,2013-10-29,74,3,1.0,1.0,266.66666666666663,20,NumStorePurchases,3,11,7,5,8
7613,1974,49669.0,1,0,2014-05-24,97,0,0.0,0.0,266.66666666666663,12,NumStorePurchases,3,11,5,1,6
10542,1968,36778.0,1,1,2012-08-05,63,0,0.0,0.0,266.66666666666663,6,NumWebPurchases,3,11,3,0,3
8015,1962,85696.0,0,0,2013-05-03,88,0,0.0,0.0,266.66666666666663,19,NumStorePurchases,3,11,4,6,9
10617,1989,10979.0,0,0,2014-05-22,34,0,0.0,0.0,266.66666666666663,6,NumWebPurchases,3,11,3,0,3
11166,1961,49678.0,0,1,2013-02-02,81,0,0.0,0.0,266.66666666666663,12,NumWebPurchases,3,11,6,2,4
849,1953,56129.0,0,1,2013-06-20,65,0,0.0,0.0,266.66666666666663,18,NumStorePurchases,3,11,6,2,10
523,1989,37155.0,1,0,2013-01-31,51,0,0.0,0.0,266.66666666666663,6,NumStorePurchases,3,11,2,0,4
4066,1978,21282.0,1,0,2014-05-11,76,0,0.0,0.0,266.66666666666663,5,NumWebPurchases,3,11,2,1,2
8414,1962,33419.0,0,1,2013-08-17,76,0,0.0,0.0,266.66666666666663,6,NumStorePurchases,3,11,2,0,4
819,1945,63285.0,0,0,2013-11-05,84,0,0.0,0.0,266.66666666666663,24,NumStorePurchases,3,11,6,5,13
4961,1974,21255.0,1,0,2014-01-21,56,0,0.0,0.0,266.66666666666663,7,NumStorePurchases,3,11,2,1,4
749,1981,42162.0,1,0,2013-11-19,31,1,1.0,3.0,266.66666666666663,7,NumWebPurchases,3,11,3,1,3
5430,1956,54450.0,1,1,2012-09-14,0,0,0.0,0.0,266.66666666666663,19,NumWebPurchases,3,11,9,2,8
7755,1954,57744.0,0,1,2013-11-12,91,0,0.0,0.0,266.66666666666663,14,NumWebPurchases,3,11,9,1,4
10525,1986,26576.0,1,0,2012-10-13,40,1,1.0,3.0,266.66666666666663,3,NumStorePurchases,3,11,1,0,2
1453,1943,57513.0,0,0,2013-07-06,59,0,0.0,0.0,266.66666666666663,25,NumStorePurchases,3,11,9,3,13
8310,1964,68142.0,0,1,2012-08-29,96,0,0.0,0.0,266.66666666666663,21,NumWebPurchases,3,11,10,4,7
10710,1979,7500.0,0,1,2012-08-29,61,0,0.0,0.0,266.66666666666663,3,NumStorePurchases,3,11,1,0,2
5031,1974,83145.0,0,0,2012-09-22,14,1,1.0,3.0,266.66666666666663,25,NumStorePurchases,3,11,5,9,11
2613,1960,54197.0,0,1,2014-04-03,16,0,0.0,0.0,266.66666666666663,10,NumStorePurchases,3,11,1,3,6
213,1963,23091.0,1,1,2014-05-28,98,0,0.0,0.0,266.66666666666663,6,NumStorePurchases,3,11,2,1,3
967,1976,46049.0,1,1,2013-07-21,11,0,0.0,0.0,266.66666666666663,16,NumStorePurchases,3,11,5,2,9
1077,1974,56715.0,0,0,2012-12-05,52,0,0.0,0.0,266.66666666666663,14,NumWebPurchases,3,11,7,3,4
7959,1961,79410.0,0,0,2014-05-29,19,0,0.0,0.0,266.66666666666663,10,NumStorePurchases,3,11,3,2,5
640,1951,57304.0,0,1,2013-03-11,61,0,0.0,0.0,266.66666666666663,23,NumStorePurchases,3,11,7,6,10
4252,1965,44375.0,0,1,2014-03-23,73,0,0.0,0.0,266.66666666666663,11,NumStorePurchases,3,11,4,1,6
8432,1956,54450.0,1,1,2012-09-14,0,0,0.0,0.0,266.66666666666663,19,NumWebPurchases,3,11,9,2,8
6218,1965,59594.0,0,1,2012-10-20,74,1,1.0,3.0,266.66666666666663,16,NumWebPurchases,3,11,8,1,7
6905,1994,80685.0,0,0,2012-08-22,55,0,0.0,0.0,266.66666666666663,20,NumStorePurchases,3,11,6,4,10
5922,1974,40344.0,0,1,2013-10-13,48,0,0.0,0.0,266.66666666666663,10,NumStorePurchases,3,11,4,1,5
3598,1972,62710.0,0,1,2013-05-23,53,0,0.0,0.0,266.66666666666663,18,NumStorePurchases,3,11,4,2,12
6116,1968,48985.0,0,1,2013-07-05,13,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,1,1,3
6263,1968,35322.0,1,2,2012-08-22,34,0,0.0,0.0,266.66666666666663,6,NumStorePurchases,3,11,2,0,4
10486,1948,77142.0,0,0,2013-05-29,54,0,0.0,0.0,266.66666666666663,16,NumStorePurchases,3,11,4,4,8
2410,1969,81657.0,0,0,2014-01-22,69,0,0.0,0.0,266.66666666666663,15,NumStorePurchases,3,11,3,4,8
193,1996,14421.0,0,0,2014-02-17,81,1,1.0,3.0,266.66666666666663,3,NumStorePurchases,3,11,1,0,2
3363,1974,20130.0,0,0,2014-03-17,99,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
8278,1990,74214.0,0,0,2012-08-26,3,0,0.0,0.0,266.66666666666663,15,NumWebPurchases,3,11,8,2,5
10660,1957,66726.0,1,1,2014-01-12,61,1,1.0,3.0,266.66666666666663,14,NumWebPurchases,3,11,8,2,4
8686,1979,23724.0,1,0,2013-01-08,65,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,2,0,3
1604,1960,47353.0,0,1,2013-11-13,93,0,0.0,0.0,266.66666666666663,10,NumStorePurchases,3,11,2,2,6
5907,1952,33444.0,1,1,2012-11-03,24,0,0.0,0.0,266.66666666666663,3,NumStorePurchases,3,11,1,0,2
10669,1981,54386.0,0,1,2013-05-17,8,0,0.0,0.0,266.66666666666663,15,NumStorePurchases,3,11,3,2,10
2918,1981,28510.0,1,1,2013-04-13,72,0,0.0,0.0,266.66666666666663,6,NumStorePurchases,3,11,2,0,4
5735,1991,90638.0,0,0,2014-02-13,29,1,1.0,3.0,266.66666666666663,17,NumStorePurchases,3,11,3,4,10
359,1950,48070.0,0,1,2013-01-13,33,0,0.0,0.0,266.66666666666663,16,NumWebPurchases,3,11,8,2,6
8387,1957,43140.0,0,1,2013-01-05,68,0,0.0,0.0,266.66666666666663,10,NumStorePurchases,3,11,4,1,5
1829,1961,54959.0,0,1,2013-01-19,55,1,1.0,3.0,266.66666666666663,18,NumWebPurchases,3,11,9,5,4
3839,1958,15056.0,1,1,2013-05-03,76,0,0.0,0.0,266.66666666666663,7,NumStorePurchases,3,11,2,2,3
9392,1971,26954.0,1,0,2014-05-08,17,0,0.0,0.0,266.66666666666663,3,NumStorePurchases,3,11,1,0,2
2292,1985,22327.0,1,0,2013-08-02,94,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
10466,1965,44393.0,1,1,2013-08-22,86,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,1,0,4
9855,1952,62000.0,0,1,2013-08-25,25,1,1.0,3.0,266.66666666666663,25,NumStorePurchases,3,11,6,6,13
4088,1962,31497.0,0,1,2012-12-06,22,0,0.0,0.0,266.66666666666663,8,NumStorePurchases,3,11,3,1,4
5231,1974,45894.0,0,2,2014-02-27,15,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
590,1970,78579.0,0,0,2012-12-22,35,0,0.0,0.0,266.66666666666663,15,NumCatalogPurchases,3,11,5,6,4
8732,1969,67369.0,0,1,2012-11-17,81,2,1.0,1.5,266.66666666666663,21,NumStorePurchases,3,11,7,4,10
2315,1960,58401.0,0,1,2014-04-20,55,0,0.0,0.0,266.66666666666663,5,NumCatalogPurchases,3,11,1,2,2
3515,1952,62307.0,0,1,2014-02-17,94,0,0.0,0.0,266.66666666666663,8,NumWebPurchases,3,11,4,0,4
2245,1969,43641.0,1,1,2013-04-22,50,0,0.0,0.0,266.66666666666663,7,NumStorePurchases,3,11,2,1,4
6283,1968,63841.0,0,1,2013-04-21,64,0,0.0,0.0,266.66666666666663,21,NumWebPurchases,3,11,9,3,9
2246,1965,46891.0,0,1,2013-09-01,91,0,0.0,0.0,266.66666666666663,7,NumStorePurchases,3,11,2,1,4
6606,1969,70091.0,1,0,2013-03-31,11,1,1.0,3.0,266.66666666666663,17,NumStorePurchases,3,11,5,2,10
5545,1972,78075.0,0,0,2014-04-05,72,0,0.0,0.0,266.66666666666663,13,NumCatalogPurchases,3,11,3,5,5
7342,1961,59184.0,0,1,2012-09-09,6,0,0.0,0.0,266.66666666666663,24,NumStorePurchases,3,11,6,6,12
837,1977,54809.0,1,1,2013-09-11,0,0,0.0,0.0,266.66666666666663,8,NumStorePurchases,3,11,2,1,5
9500,1959,58113.0,0,1,2013-01-25,66,0,0.0,0.0,266.66666666666663,19,NumWebPurchases,3,11,9,2,8
3602,1958,51412.0,0,1,2013-12-31,42,0,0.0,0.0,266.66666666666663,9,NumStorePurchases,3,11,3,2,4
234,1979,15287.0,1,0,2012-10-10,60,1,1.0,3.0,266.66666666666663,4,NumStorePurchases,3,11,1,1,2
2995,1957,66636.0,0,0,2013-08-17,64,0,0.0,0.0,266.66666666666663,16,NumStorePurchases,3,11,3,4,9
1118,1956,50965.0,0,1,2013-02-20,87,1,1.0,3.0,266.66666666666663,19,NumWebPurchases,3,11,10,4,5
7789,1965,84618.0,0,0,2013-11-22,96,1,1.0,3.0,266.66666666666663,25,NumStorePurchases,3,11,6,9,10
3068,1990,18351.0,0,0,2013-10-29,1,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,2,0,3
8955,1957,40451.0,0,2,2014-02-16,54,1,1.0,3.0,266.66666666666663,4,NumStorePurchases,3,11,1,1,2
945,1965,36317.0,0,1,2013-05-22,53,0,0.0,0.0,266.66666666666663,7,NumStorePurchases,3,11,3,0,4
5644,1957,42213.0,0,1,2013-10-12,96,1,1.0,3.0,266.66666666666663,13,NumStorePurchases,3,11,5,1,7
7192,1955,65748.0,0,1,2013-04-15,58,0,0.0,0.0,266.66666666666663,16,NumStorePurchases,3,11,2,4,10
2324,1972,77044.0,0,1,2013-10-27,12,1,1.0,3.0,266.66666666666663,29,NumCatalogPurchases,3,11,7,11,11
697,1969,74918.0,0,0,2013-03-12,78,1,1.0,3.0,266.66666666666663,20,NumCatalogPurchases,3,11,5,9,6
3439,1972,56721.0,1,1,2012-10-31,64,0,0.0,0.0,266.66666666666663,10,NumStorePurchases,3,11,4,1,5
1506,1975,42160.0,1,1,2013-06-28,26,0,0.0,0.0,266.66666666666663,7,NumStorePurchases,3,11,2,1,4
232,1965,61559.0,0,1,2013-07-17,8,0,0.0,0.0,266.66666666666663,16,NumStorePurchases,3,11,4,2,10
8876,1963,33629.0,1,1,2012-08-08,49,0,0.0,0.0,266.66666666666663,8,NumStorePurchases,3,11,3,1,4
4500,1991,68682.0,0,0,2013-10-06,56,0,0.0,0.0,266.66666666666663,23,NumStorePurchases,3,11,4,9,10
9739,1963,34377.0,0,1,2013-01-19,55,0,0.0,0.0,266.66666666666663,6,NumWebPurchases,3,11,2,2,2
10395,1986,8940.0,1,0,2012-08-22,25,0,0.0,0.0,266.66666666666663,7,NumWebPurchases,3,11,3,1,3
1176,1973,26228.0,1,0,2013-09-22,50,0,0.0,0.0,266.66666666666663,3,NumStorePurchases,3,11,1,0,2
1627,1957,77297.0,0,0,2013-01-26,84,1,1.0,3.0,266.66666666666663,21,NumStorePurchases,3,11,5,7,9
938,1981,40211.0,1,1,2013-07-30,30,1,1.0,3.0,266.66666666666663,5,NumWebPurchases,3,11,2,1,2
2740,1958,33438.0,1,1,2013-09-22,81,0,0.0,0.0,266.66666666666663,7,NumStorePurchases,3,11,2,1,4
257,1959,75032.0,0,1,2013-04-28,74,0,0.0,0.0,266.66666666666663,18,NumStorePurchases,3,11,5,4,9
4058,1955,61284.0,0,0,2013-10-12,76,1,1.0,3.0,266.66666666666663,21,NumWebPurchases,3,11,11,2,8
7736,1986,22518.0,1,0,2012-10-22,36,1,1.0,3.0,266.66666666666663,5,NumWebPurchases,3,11,2,1,2
8210,1975,54730.0,0,1,2013-08-15,64,0,0.0,0.0,266.66666666666663,13,NumStorePurchases,3,11,4,1,8
833,1955,38452.0,1,1,2014-03-30,62,0,0.0,0.0,266.66666666666663,6,NumWebPurchases,3,11,3,0,3
6230,1971,44421.0,1,1,2013-02-15,53,0,0.0,0.0,266.66666666666663,9,NumWebPurchases,3,11,5,0,4
7325,1986,38197.0,1,0,2013-06-29,86,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
1307,1978,41986.0,0,1,2014-02-09,15,0,0.0,0.0,266.66666666666663,7,NumStorePurchases,3,11,3,0,4
1502,1983,28427.0,1,0,2013-03-21,67,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,2,0,3
6211,1976,37395.0,1,0,2014-05-02,47,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
843,1971,64722.0,1,0,2014-05-26,47,0,0.0,0.0,266.66666666666663,21,NumStorePurchases,3,11,8,2,11
4174,1956,55249.0,0,1,2014-04-17,81,0,0.0,0.0,266.66666666666663,7,NumStorePurchases,3,11,2,1,4
9757,1972,84906.0,0,0,2013-10-04,98,3,1.0,1.0,266.66666666666663,23,NumStorePurchases,3,11,5,6,12
6918,1989,28691.0,1,0,2013-07-04,56,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
286,1952,44213.0,1,1,2013-11-29,48,0,0.0,0.0,266.66666666666663,8,NumStorePurchases,3,11,2,1,5
11086,1984,25707.0,1,0,2014-01-18,18,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
1921,1967,59062.0,2,1,2013-10-03,74,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,2,0,3
4138,1962,76624.0,0,1,2014-05-24,68,1,1.0,3.0,266.66666666666663,22,NumCatalogPurchases,3,11,5,10,7
7718,1947,66000.0,0,0,2014-04-20,36,0,0.0,0.0,266.66666666666663,9,NumStorePurchases,3,11,1,3,5
1291,1978,27683.0,1,0,2012-08-04,90,0,0.0,0.0,266.66666666666663,12,NumWebPurchases,3,11,6,2,4
6862,1971,1730.0,0,0,2014-05-18,65,0,0.0,0.0,266.66666666666663,0,NumWebPurchases,3,11,0,0,0
4136,1992,7500.0,1,0,2012-12-03,63,0,0.0,0.0,266.66666666666663,7,NumWebPurchases,3,11,3,2,2
803,1968,40521.0,1,1,2013-04-05,82,0,0.0,0.0,266.66666666666663,3,NumStorePurchases,3,11,0,1,2
4298,1973,20427.0,1,0,2014-03-24,63,0,0.0,0.0,266.66666666666663,3,NumStorePurchases,3,11,1,0,2
10833,1975,65106.0,0,1,2014-05-24,55,1,1.0,3.0,266.66666666666663,24,NumStorePurchases,3,11,8,3,13
9606,1965,69969.0,0,0,2013-08-27,64,2,1.0,1.5,266.66666666666663,12,NumStorePurchases,3,11,4,2,6
8534,1952,67433.0,0,2,2013-07-16,51,1,1.0,3.0,266.66666666666663,24,NumStorePurchases,3,11,6,5,13
5153,1967,77766.0,0,1,2013-02-22,97,1,1.0,3.0,266.66666666666663,32,NumWebPurchases,3,11,11,10,11
961,1972,74716.0,0,1,2013-09-12,92,0,0.0,0.0,266.66666666666663,15,NumWebPurchases,3,11,7,3,5
5011,1963,68118.0,0,1,2013-10-18,51,0,0.0,0.0,266.66666666666663,21,NumCatalogPurchases,3,11,8,9,4
6653,1970,55158.0,1,1,2012-07-30,72,0,0.0,0.0,266.66666666666663,14,NumWebPurchases,3,11,7,2,5
9094,1955,62972.0,0,1,2012-08-03,39,0,0.0,0.0,266.66666666666663,14,NumWebPurchases,3,11,7,4,3
810,1975,74190.0,0,1,2014-05-12,49,0,0.0,0.0,266.66666666666663,17,NumStorePurchases,3,11,4,2,11
5493,1976,39356.0,1,1,2014-03-19,21,1,1.0,3.0,266.66666666666663,3,NumStorePurchases,3,11,1,0,2
2147,1969,76653.0,0,0,2013-08-16,91,2,1.0,1.5,266.66666666666663,22,NumStorePurchases,3,11,4,7,11
5107,1973,35860.0,1,1,2014-05-19,37,1,1.0,3.0,266.66666666666663,4,NumStorePurchases,3,11,1,1,2
3979,1983,90687.0,0,0,2013-05-22,98,1,1.0,3.0,266.66666666666663,16,NumStorePurchases,3,11,6,2,8
6049,1982,73450.0,0,0,2013-12-05,85,2,1.0,1.5,266.66666666666663,26,NumStorePurchases,3,11,7,8,11
8147,1960,31454.0,1,1,2013-07-06,40,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,2,0,3
1857,1952,47139.0,1,1,2014-03-06,2,0,0.0,0.0,266.66666666666663,5,NumWebPurchases,3,11,2,1,2
3910,1975,83829.0,0,0,2013-10-08,78,3,1.0,1.0,266.66666666666663,17,NumCatalogPurchases,3,11,4,7,6
5207,1963,53378.0,1,1,2012-09-24,41,0,0.0,0.0,266.66666666666663,19,NumWebPurchases,3,11,9,4,6
11114,1970,19656.0,1,0,2013-02-08,94,0,0.0,0.0,266.66666666666663,6,NumStorePurchases,3,11,2,1,3
5429,1948,45579.0,0,1,2013-08-20,10,0,0.0,0.0,266.66666666666663,9,NumWebPurchases,3,11,4,1,4
9400,1958,85485.0,0,0,2014-06-21,73,0,0.0,0.0,266.66666666666663,18,NumWebPurchases,3,11,6,6,6
1740,1944,55956.0,0,0,2014-04-07,22,1,1.0,3.0,266.66666666666663,14,NumWebPurchases,3,11,7,3,4
7488,1963,64191.0,0,1,2013-01-22,30,0,0.0,0.0,266.66666666666663,21,NumStorePurchases,3,11,5,3,13
195,1972,38808.0,1,0,2012-08-26,21,1,1.0,3.0,266.66666666666663,10,NumWebPurchases,3,11,5,1,4
635,1966,57183.0,1,1,2013-03-19,51,0,0.0,0.0,266.66666666666663,17,NumWebPurchases,3,11,9,1,7
7527,1968,23748.0,1,0,2012-11-21,97,0,0.0,0.0,266.66666666666663,6,NumStorePurchases,3,11,2,1,3
10319,1971,66303.0,0,1,2013-02-26,56,1,1.0,3.0,266.66666666666663,18,NumStorePurchases,3,11,3,4,11
2296,1975,37368.0,1,0,2013-12-16,4,1,1.0,3.0,266.66666666666663,3,NumStorePurchases,3,11,1,0,2
10637,1964,40800.0,1,2,2013-01-01,77,0,0.0,0.0,266.66666666666663,6,NumWebPurchases,3,11,3,0,3
2931,1978,71847.0,0,0,2012-09-21,95,1,1.0,3.0,266.66666666666663,22,NumStorePurchases,3,11,6,7,9
907,1975,46149.0,0,1,2013-11-29,36,0,0.0,0.0,266.66666666666663,13,NumStorePurchases,3,11,5,1,7
3698,1983,78687.0,0,0,2012-08-09,13,1,1.0,3.0,266.66666666666663,18,NumStorePurchases,3,11,4,6,8
9516,1971,49118.0,0,0,2012-08-18,90,2,1.0,1.5,266.66666666666663,26,NumStorePurchases,3,11,9,7,10
679,1957,37633.0,1,1,2012-09-20,49,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
7384,1951,39767.0,0,0,2013-07-21,18,0,0.0,0.0,266.66666666666663,15,NumWebPurchases,3,11,7,1,7
5043,1951,26997.0,0,0,2012-11-05,89,0,0.0,0.0,266.66666666666663,11,NumStorePurchases,3,11,4,2,5
5267,1970,33986.0,1,0,2013-03-14,43,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
339,1972,57091.0,0,1,2012-11-23,82,1,1.0,3.0,266.66666666666663,16,NumWebPurchases,3,11,9,2,5
2516,1969,46831.0,1,1,2013-06-08,84,0,0.0,0.0,266.66666666666663,5,NumCatalogPurchases,3,11,1,2,2
